"","gene1","gene2","co_occurance","mutual_exclusion","co_cut","pval"
"1","ACVR2A","HUWE1",41,64,13,0
"2","ALK","ATRX",42,59,14,0
"3","ALK","BCOR",41,68,15,0
"4","ALK","DMD",45,74,16,0
"5","ALK","FAT1",46,74,17,0
"6","ALK","HUWE1",45,68,16,0
"7","ALK","KMT2C",43,68,16,0
"8","ALK","KMT2D",45,81,18,0
"9","ALK","MACF1",43,85,18,0
"10","ALK","NCOR1",41,50,12.05,0
"11","ALK","PIK3CA",45,210,33,0
"12","ALK","POLE",42,58,13,0
"13","ALK","PTEN",47,213,34,0
"14","ALK","SPTA1",42,68,15,0
"15","AMER1","ARHGAP35",41,70,15,0
"16","AMER1","ARID1A",42,123,22.05,0
"17","AMER1","ATRX",43,64,15,0
"18","AMER1","CHD3",41,59,14,0
"19","AMER1","CHD4",43,96,19,0
"20","AMER1","DMD",46,79,18,0
"21","AMER1","FAT1",46,81,19,0
"22","AMER1","HUWE1",46,73,17.05,0
"23","AMER1","KMT2C",47,67,17,0
"24","AMER1","KMT2D",44,90,19.05,0
"25","AMER1","MACF1",48,82,19,0
"26","AMER1","PIK3CA",49,209,36,0
"27","AMER1","POLE",45,59,15,0
"28","AMER1","PTEN",51,212,37,0
"29","AMER1","SPTA1",43,73,17,0
"30","AMER1","TAF1",44,79,17.05,0
"31","AMER1","USP9X",43,66,16,0
"32","AMER1","ZFHX3",42,75,17,0
"33","APC","APOB",52,55,17,0
"34","APC","ARHGAP35",44,70,17,0
"35","APC","ARID1A",48,117,25,0
"36","APC","ARID2",42,50,13,0
"37","APC","ARID5B",42,52,13,0
"38","APC","ATM",51,55,17,0
"39","APC","ATR",43,48,13,0
"40","APC","ATRX",53,50,16,0
"41","APC","BCOR",47,69,17,0
"42","APC","BRCA2",49,47,15,0
"43","APC","CACNA1A",45,48,14,0
"44","APC","CHD3",44,59,15,0
"45","APC","CHD4",43,102,21,0
"46","APC","CHD8",43,56,14,0
"47","APC","COL5A1",41,64,15,0
"48","APC","DIAPH2",41,53,13,0
"49","APC","DICER1",43,58,15,0
"50","APC","DMD",55,67,20,0
"51","APC","ERBB4",43,54,14,0
"52","APC","FAT1",57,65,20,0
"53","APC","FBXW7",41,93,19,0
"54","APC","FLNA",47,67,17,0
"55","APC","HUWE1",54,63,18,0
"56","APC","KMT2A",47,49,14,0
"57","APC","KMT2B",42,77,17,0
"58","APC","KMT2C",51,65,18.05,0
"59","APC","KMT2D",51,82,21,0
"60","APC","MACF1",57,70,21,0
"61","APC","MED12",48,70,18,0
"62","APC","MET",44,43,12,0
"63","APC","MGA",44,62,15,0
"64","APC","MSH6",41,47,12,0
"65","APC","NCOR1",45,55,15,0
"66","APC","NF1",49,51,15,0
"67","APC","NIPBL",42,57,14,0
"68","APC","NSD1",45,54,15,0
"69","APC","PDGFRA",41,53,13,0
"70","APC","PIK3CA",54,205,40,0
"71","APC","PIK3CG",42,49,12,0
"72","APC","POLE",53,49,16,0
"73","APC","POLQ",45,51,14,0
"74","APC","PTCH1",42,53,13,0
"75","APC","PTEN",62,196,41,0
"76","APC","PTPRD",43,62,14,0
"77","APC","RASA1",45,43,12,0
"78","APC","RET",41,50,12.05,0
"79","APC","SCAF4",41,47,12,0
"80","APC","SETD2",48,45,13.05,0
"81","APC","SPTA1",48,69,18,0
"82","APC","SPTAN1",42,57,14,0
"83","APC","STAG2",42,52,13,0
"84","APC","TAF1",47,79,19,0
"85","APC","USP9X",51,56,17,0
"86","APC","ZFHX3",47,71,18,0
"87","APC","ZMYM3",43,55,14,0
"88","APOB","ARHGAP35",43,87,20,0
"89","APOB","ARID1A",56,116,30,0
"90","APOB","ARID2",43,63,15,0
"91","APOB","ATM",50,72,20,0
"92","APOB","ATR",45,59,15,0
"93","APOB","ATRX",57,57,19,0
"94","APOB","BCOR",49,80,21,0
"95","APOB","BRCA2",51,58,17,0
"96","APOB","CACNA1A",45,63,16,0
"97","APOB","CASP8",42,57,13,0
"98","APOB","CHD3",48,66,17,0
"99","APOB","CHD4",48,107,26,0
"100","APOB","CHD8",43,71,17,0
"101","APOB","COL5A1",44,73,17,0
"102","APOB","DIAPH2",43,64,14,0
"103","APOB","DICER1",45,69,17,0
"104","APOB","DMD",59,74,23,0
"105","APOB","EPHA3",41,70,15,0
"106","APOB","ERBB4",45,65,16,0
"107","APOB","FAT1",53,88,23.05,0
"108","APOB","FBXW7",45,100,22,0
"109","APOB","FLNA",50,76,20,0
"110","APOB","HUWE1",62,62,22,0
"111","APOB","KANSL1",42,66,15,0
"112","APOB","KDM6A",44,59,14,0
"113","APOB","KMT2A",49,60,16,0
"114","APOB","KMT2B",46,84,20,0
"115","APOB","KMT2C",52,78,21,0
"116","APOB","KMT2D",54,91,24,0
"117","APOB","MACF1",60,79,24.05,0
"118","APOB","MAP3K4",42,56,13,0
"119","APOB","MED12",49,83,21,0
"120","APOB","MET",43,60,14,0
"121","APOB","MGA",44,77,18,0
"122","APOB","MSH6",42,60,14,0
"123","APOB","NCOR1",48,64,17,0
"124","APOB","NF1",50,64,17.05,0
"125","APOB","NIPBL",47,62,16,0
"126","APOB","NSD1",45,69,17,0
"127","APOB","PDGFRA",44,62,15,0
"128","APOB","PDS5B",42,65,15,0
"129","APOB","PIK3CA",57,214,46,0
"130","APOB","PIK3CG",43,62,14,0
"131","APOB","PIK3R1",42,95,20,0
"132","APOB","POLE",54,62,18,0
"133","APOB","POLQ",46,64,16,0
"134","APOB","PTCH1",44,64,15,0
"135","APOB","PTEN",66,203,47,0
"136","APOB","PTPRD",46,71,17,0
"137","APOB","RASA1",42,64,14,0
"138","APOB","SETD2",48,60,17,0
"139","APOB","SIN3A",41,64,14,0
"140","APOB","SMARCA1",43,60,14.05,0
"141","APOB","SPTA1",51,78,21,0
"142","APOB","SPTAN1",47,62,16.05,0
"143","APOB","STAG2",46,59,15,0
"144","APOB","TAF1",52,84,23,0
"145","APOB","USP9X",52,69,19,0
"146","APOB","ZFHX3",52,76,20,0
"147","APOB","ZMYM3",48,60,16,0
"148","AR","DMD",42,80,17,0
"149","AR","FAT1",45,76,17,0
"150","AR","KMT2D",41,89,17,0
"151","AR","MACF1",41,89,18,0
"152","AR","PIK3CA",45,210,32.05,0
"153","AR","PTEN",48,211,33,0
"154","ARHGAP35","ARID1A",46,135,30,0
"155","ARHGAP35","ATM",45,81,19,0
"156","ARHGAP35","ATRX",47,76,19,0
"157","ARHGAP35","BRCA2",41,77,17,0
"158","ARHGAP35","CHD3",42,77,17,0
"159","ARHGAP35","CHD4",52,98,25,0
"160","ARHGAP35","CHD8",42,72,16.05,0
"161","ARHGAP35","COL5A1",42,76,16.05,0
"162","ARHGAP35","DIAPH2",45,59,15,0
"163","ARHGAP35","DICER1",42,74,16,0
"164","ARHGAP35","DMD",49,93,23,0
"165","ARHGAP35","ERBB4",42,70,16,0
"166","ARHGAP35","FAT1",47,99,23,0
"167","ARHGAP35","FBXW7",47,95,22,0
"168","ARHGAP35","FLNA",42,91,20,0
"169","ARHGAP35","HUWE1",53,79,22,0
"170","ARHGAP35","KMT2A",41,75,16,0
"171","ARHGAP35","KMT2B",41,93,20,0
"172","ARHGAP35","KMT2C",50,81,20,0
"173","ARHGAP35","KMT2D",47,104,24,0
"174","ARHGAP35","MACF1",51,96,24,0
"175","ARHGAP35","MED12",43,94,21,0
"176","ARHGAP35","MGA",43,78,18,0
"177","ARHGAP35","NCOR1",42,75,17,0
"178","ARHGAP35","NF1",43,77,18,0
"179","ARHGAP35","NIPBL",42,71,16,0
"180","ARHGAP35","PIK3CA",58,211,46,0
"181","ARHGAP35","POLE",51,67,18,0
"182","ARHGAP35","PTEN",61,212,48,0
"183","ARHGAP35","PTPRD",43,76,17,0
"184","ARHGAP35","SETD2",45,65,16,0
"185","ARHGAP35","SPTA1",47,85,21,0
"186","ARHGAP35","SPTAN1",41,73,16,0
"187","ARHGAP35","STAG2",42,66,15,0
"188","ARHGAP35","TAF1",47,93,22,0
"189","ARHGAP35","USP9X",47,78,19,0
"190","ARHGAP35","ZFHX3",45,89,20,0
"191","ARID1A","ATM",57,112,29,0
"192","ARID1A","ATR",45,113,22.05,0
"193","ARID1A","ATRX",53,119,29,0
"194","ARID1A","BCOR",55,122,31,0
"195","ARID1A","BRCA2",51,112,25,0
"196","ARID1A","CACNA1A",42,123,23,0
"197","ARID1A","CHD3",50,116,26,0
"198","ARID1A","CHD4",60,137,39,0
"199","ARID1A","CHD8",45,121,25,0
"200","ARID1A","COL5A1",50,115,26,0
"201","ARID1A","CREBBP",41,127,24,0
"202","ARID1A","CTCF",51,123,28,0
"203","ARID1A","CTNNB1",57,161,43,0
"204","ARID1A","DIAPH2",45,114,22,0
"205","ARID1A","DICER1",45,123,25,0
"206","ARID1A","DMD",54,138,35,0
"207","ARID1A","EP300",41,125,23,0
"208","ARID1A","EPHA3",46,114,23.05,0
"209","ARID1A","ERBB4",46,117,23,0
"210","ARID1A","FAT1",65,118,36,0
"211","ARID1A","FBXW7",49,146,34,0
"212","ARID1A","FLNA",54,122,30,0
"213","ARID1A","HUWE1",60,120,33,0
"214","ARID1A","KANSL1",44,116,22,0
"215","ARID1A","KMT2A",51,110,25,0
"216","ARID1A","KMT2B",50,130,30,0
"217","ARID1A","KMT2C",62,112,32,0
"218","ARID1A","KMT2D",63,127,36,0
"219","ARID1A","KRAS",56,142,37,0
"220","ARID1A","MACF1",67,119,37,0
"221","ARID1A","MED12",60,115,31,0
"222","ARID1A","MET",43,114,21,0
"223","ARID1A","MGA",51,117,27,0
"224","ARID1A","MSH6",44,110,21,0
"225","ARID1A","MTOR",43,121,24,0
"226","ARID1A","NCOR1",48,118,26,0
"227","ARID1A","NF1",48,122,27,0
"228","ARID1A","NIPBL",49,112,25,0
"229","ARID1A","NOTCH2",41,118,21,0
"230","ARID1A","NSD1",51,111,25,0
"231","ARID1A","PDGFRA",44,116,22,0
"232","ARID1A","PDS5B",45,113,22,0
"233","ARID1A","PIK3CA",82,218,73,0
"234","ARID1A","PIK3R1",51,131,31,0
"235","ARID1A","POLE",52,120,29,0
"236","ARID1A","POLQ",43,124,24,0
"237","ARID1A","PTCH1",45,116,23,0
"238","ARID1A","PTEN",99,191,74,0
"239","ARID1A","PTPRD",50,117,27,0
"240","ARID1A","RASA1",41,120,22,0
"241","ARID1A","RET",44,113,21,0
"242","ARID1A","SETD2",46,118,24,0
"243","ARID1A","SMARCA1",41,118,21,0
"244","ARID1A","SPTA1",51,132,31,0
"245","ARID1A","SPTAN1",51,108,25,0
"246","ARID1A","STAG2",42,121,23,0
"247","ARID1A","TAF1",54,134,34,0
"248","ARID1A","TET2",44,109,20,0
"249","ARID1A","USP9X",55,117,29,0
"250","ARID1A","ZFHX3",55,124,31,0
"251","ARID2","ATRX",44,58,15,0
"252","ARID2","CHD4",41,96,19,0
"253","ARID2","DMD",45,77,17,0
"254","ARID2","ERBB4",41,48,12.05,0
"255","ARID2","FAT1",45,79,18,0
"256","ARID2","FLNA",42,67,16,0
"257","ARID2","HUWE1",49,63,17,0
"258","ARID2","KMT2C",43,71,16,0
"259","ARID2","KMT2D",46,82,18,0
"260","ARID2","MACF1",46,82,18,0
"261","ARID2","MED12",45,66,16,0
"262","ARID2","MGA",41,58,13,0
"263","ARID2","NCOR1",44,47,13,0
"264","ARID2","NF1",42,55,14,0
"265","ARID2","PIK3CA",49,205,34,0
"266","ARID2","POLE",44,57,15,0
"267","ARID2","PTEN",52,206,35,0
"268","ARID2","PTPRD",41,56,13.05,0
"269","ARID2","SETD2",43,45,12,0
"270","ARID2","SPTA1",42,71,16,0
"271","ARID2","TAF1",44,75,17,0
"272","ARID2","USP9X",45,58,14,0
"273","ARID2","ZFHX3",44,67,16,0
"274","ARID5B","ATM",43,63,15,0
"275","ARID5B","ATRX",46,56,15,0
"276","ARID5B","DMD",45,79,17.05,0
"277","ARID5B","FAT1",49,73,18,0
"278","ARID5B","HUWE1",43,77,17,0
"279","ARID5B","KMT2C",44,71,16,0
"280","ARID5B","KMT2D",45,86,19,0
"281","ARID5B","MACF1",45,86,19,0
"282","ARID5B","PIK3CA",46,213,35,0
"283","ARID5B","POLE",44,59,15,0
"284","ARID5B","PTEN",53,206,36,0
"285","ARID5B","SETD2",41,51,13,0
"286","ARID5B","SPTA1",41,75,17,0
"287","ARID5B","USP9X",41,68,15,0
"288","ARID5B","ZFHX3",43,71,16,0
"289","ASXL1","PTEN",41,214,28,0
"290","ATF7IP","MACF1",41,76,14,0
"291","ATM","ATR",44,59,15,0
"292","ATM","ATRX",57,55,19,0
"293","ATM","BCOR",44,88,20,0
"294","ATM","BRCA2",50,58,16.05,0
"295","ATM","CACNA1A",46,59,15,0
"296","ATM","CHD3",47,66,17,0
"297","ATM","CHD4",48,105,25,0
"298","ATM","CHD8",42,71,17,0
"299","ATM","COL5A1",43,73,17,0
"300","ATM","DIAPH2",48,52,15,0
"301","ATM","DICER1",41,75,16,0
"302","ATM","DMD",56,78,22,0
"303","ATM","EPHA3",41,68,15,0
"304","ATM","ERBB4",43,67,16,0
"305","ATM","EZH2",43,49,12,0
"306","ATM","FAT1",60,72,22,0
"307","ATM","FBXW7",41,106,22,0
"308","ATM","FLNA",45,84,20,0
"309","ATM","HUWE1",58,68,21,0
"310","ATM","KMT2A",45,66,16,0
"311","ATM","KMT2C",53,74,21,0
"312","ATM","KMT2D",50,97,24,0
"313","ATM","MACF1",57,83,24,0
"314","ATM","MED12",49,81,20.05,0
"315","ATM","MET",45,54,14.05,0
"316","ATM","MGA",44,75,18,0
"317","ATM","MSH6",44,54,14,0
"318","ATM","NCOR1",47,64,16,0
"319","ATM","NF1",47,68,18,0
"320","ATM","NIPBL",42,70,16,0
"321","ATM","NSD1",47,63,16.05,0
"322","ATM","PDGFRA",44,60,15,0
"323","ATM","PDS5B",43,61,15,0
"324","ATM","PIK3CA",57,212,45,0
"325","ATM","PIK3CG",45,56,14,0
"326","ATM","PIK3R1",45,87,20,0
"327","ATM","POLE",57,54,18,0
"328","ATM","POLQ",48,58,16,0
"329","ATM","PTCH1",43,64,15,0
"330","ATM","PTEN",68,197,46,0
"331","ATM","PTPRD",43,75,17,0
"332","ATM","SCAF4",41,60,13.05,0
"333","ATM","SETD2",45,64,16,0
"334","ATM","SPTA1",49,80,21,0
"335","ATM","SPTAN1",44,66,16,0
"336","ATM","STAG2",45,59,15,0
"337","ATM","TAF1",51,84,21,0
"338","ATM","TET2",43,55,13,0
"339","ATM","USP9X",49,73,19,0
"340","ATM","ZFHX3",51,76,20,0
"341","ATM","ZMYM2",42,56,13,0
"342","ATM","ZMYM3",41,72,16,0
"343","ATR","ATRX",47,52,14,0
"344","ATR","BRCA2",44,47,13,0
"345","ATR","CHD4",41,96,19,0
"346","ATR","CHD8",42,48,12,0
"347","ATR","COL5A1",43,50,13,0
"348","ATR","DIAPH2",42,41,11,0
"349","ATR","DMD",48,71,18,0
"350","ATR","ERBB4",41,48,12,0
"351","ATR","FAT1",47,75,18,0
"352","ATR","FLNA",45,61,15,0
"353","ATR","HUWE1",46,69,17,0
"354","ATR","KMT2A",42,49,13,0
"355","ATR","KMT2B",41,69,15,0
"356","ATR","KMT2C",45,67,16,0
"357","ATR","KMT2D",46,82,18,0
"358","ATR","MACF1",52,70,18,0
"359","ATR","MED12",42,72,16,0
"360","ATR","MGA",42,56,14,0
"361","ATR","MSH6",42,35,11,0
"362","ATR","NF1",45,49,14,0
"363","ATR","NIPBL",42,47,12.05,0
"364","ATR","NSD1",42,50,13,0
"365","ATR","PIK3CA",46,211,35,0
"366","ATR","POLE",48,49,14,0
"367","ATR","POLQ",44,43,12,0
"368","ATR","PTEN",52,206,35,0
"369","ATR","SETD2",44,43,12,0
"370","ATR","SPTA1",45,65,16,0
"371","ATR","TAF1",44,75,16,0
"372","ATR","USP9X",46,56,14,0
"373","ATR","ZFHX3",45,65,16,0
"374","ATRX","BCOR",52,71,19,0
"375","ATRX","BRCA2",52,53,17,0
"376","ATRX","CACNA1A",47,56,15,0
"377","ATRX","CASP8",45,48,13,0
"378","ATRX","CHD3",46,67,17,0
"379","ATRX","CHD4",50,100,25,0
"380","ATRX","CHD8",51,52,16,0
"381","ATRX","COL5A1",49,60,17,0
"382","ATRX","CREBBP",41,70,16,0
"383","ATRX","DIAPH2",50,47,15,0
"384","ATRX","DICER1",47,62,16.05,0
"385","ATRX","DMD",63,63,22,0
"386","ATRX","EP300",42,66,15,0
"387","ATRX","EPHA3",46,57,15,0
"388","ATRX","ERBB4",49,54,16,0
"389","ATRX","EZH2",45,44,12,0
"390","ATRX","FAM46D",43,46,12,0
"391","ATRX","FAT1",59,73,22.05,0
"392","ATRX","FBXW7",44,99,22,0
"393","ATRX","FLNA",54,65,19,0
"394","ATRX","HUWE1",63,57,21,0
"395","ATRX","KANSL1",48,51,15,0
"396","ATRX","KDM6A",44,56,14,0
"397","ATRX","KMT2A",49,57,16,0
"398","ATRX","KMT2B",46,81,19,0
"399","ATRX","KMT2C",58,63,21,0
"400","ATRX","KMT2D",54,88,23,0
"401","ATRX","MACF1",61,74,23,0
"402","ATRX","MAP3K1",42,52,13,0
"403","ATRX","MAP3K4",43,51,12,0
"404","ATRX","MED12",51,76,20,0
"405","ATRX","MET",48,47,14,0
"406","ATRX","MGA",46,70,17,0
"407","ATRX","MSH6",45,51,13.05,0
"408","ATRX","MTOR",41,68,16,0
"409","ATRX","NCOR1",53,51,16,0
"410","ATRX","NF1",53,55,17,0
"411","ATRX","NIPBL",46,61,16,0
"412","ATRX","NOTCH2",41,61,14,0
"413","ATRX","NSD1",47,62,16,0
"414","ATRX","PDGFRA",46,55,15,0
"415","ATRX","PDS5B",45,56,14,0
"416","ATRX","PIK3CA",59,207,46,0
"417","ATRX","PIK3CG",46,53,14,0
"418","ATRX","PIK3R1",48,80,20,0
"419","ATRX","POLE",60,47,18,0
"420","ATRX","POLQ",50,53,16,0
"421","ATRX","PTCH1",47,55,15,0
"422","ATRX","PTEN",69,194,46,0
"423","ATRX","PTPRC",42,51,12,0
"424","ATRX","PTPRD",49,62,17.05,0
"425","ATRX","RASA1",44,57,14,0
"426","ATRX","RB1",43,56,14,0
"427","ATRX","RET",42,60,14,0
"428","ATRX","RPS6KA3",42,50,12,0
"429","ATRX","SETD2",54,45,16,0
"430","ATRX","SF3B1",42,55,13,0
"431","ATRX","SMARCA1",44,55,13.05,0
"432","ATRX","SMC1A",42,63,14,0
"433","ATRX","SPTA1",51,75,20,0
"434","ATRX","SPTAN1",49,55,16,0
"435","ATRX","STAG2",51,46,15,0
"436","ATRX","TAF1",55,75,21,0
"437","ATRX","TET2",44,52,14,0
"438","ATRX","USP9X",55,60,19,0
"439","ATRX","ZFHX3",59,59,20,0
"440","ATRX","ZMYM2",44,51,13,0
"441","ATRX","ZMYM3",49,55,15,0
"442","BCOR","BRCA2",45,74,17,0
"443","BCOR","CHD3",42,82,18,0
"444","BCOR","CHD4",41,125,25,0
"445","BCOR","CHD8",42,77,17,0
"446","BCOR","CREBBP",44,71,17,0
"447","BCOR","DMD",52,92,25,0
"448","BCOR","FAT1",54,90,24,0
"449","BCOR","FLNA",46,88,21,0
"450","BCOR","HUWE1",51,88,23,0
"451","BCOR","KMT2A",46,70,17,0
"452","BCOR","KMT2B",43,94,21,0
"453","BCOR","KMT2C",54,78,22,0
"454","BCOR","KMT2D",49,105,25,0
"455","BCOR","MACF1",54,95,25,0
"456","BCOR","MED12",44,97,21.05,0
"457","BCOR","MGA",44,81,19,0
"458","BCOR","MTOR",42,73,16,0
"459","BCOR","NCOR1",44,76,18,0
"460","BCOR","NF1",41,86,18,0
"461","BCOR","NIPBL",41,78,17,0
"462","BCOR","NSD1",41,81,18,0
"463","BCOR","PDGFRA",42,70,16,0
"464","BCOR","PIK3CA",53,226,48,0.006
"465","BCOR","PIK3R1",42,99,21,0
"466","BCOR","POLE",46,82,19,0
"467","BCOR","PTEN",71,197,50,0
"468","BCOR","PTPRD",42,83,18,0
"469","BCOR","RASA1",42,68,16,0
"470","BCOR","SETD2",43,74,16,0
"471","BCOR","SPTA1",49,86,22,0
"472","BCOR","SPTAN1",41,78,17,0
"473","BCOR","TAF1",51,90,23,0
"474","BCOR","USP9X",48,81,20,0
"475","BCOR","ZFHX3",47,90,21,0
"476","BRCA2","CACNA1A",41,57,13,0
"477","BRCA2","CHD3",46,56,15,0
"478","BRCA2","CHD4",42,105,21,0
"479","BRCA2","CHD8",43,57,14,0
"480","BRCA2","COL5A1",44,59,15,0
"481","BRCA2","DICER1",42,61,14,0
"482","BRCA2","DMD",53,72,20,0
"483","BRCA2","ERBB4",45,51,13,0
"484","BRCA2","FAT1",53,74,20,0
"485","BRCA2","FLNA",45,72,17,0
"486","BRCA2","HUWE1",54,64,18,0
"487","BRCA2","KMT2A",48,48,15,0
"488","BRCA2","KMT2C",49,70,18,0
"489","BRCA2","KMT2D",50,85,21,0
"490","BRCA2","MACF1",53,79,21,0
"491","BRCA2","MED12",47,73,18,0
"492","BRCA2","MSH6",44,42,13,0
"493","BRCA2","NCOR1",43,60,15,0
"494","BRCA2","NF1",45,60,15,0
"495","BRCA2","NIPBL",45,52,15,0
"496","BRCA2","NSD1",43,59,15,0
"497","BRCA2","PDS5B",41,53,13,0
"498","BRCA2","PIK3CA",49,216,40,0
"499","BRCA2","PIK3CG",42,50,12.05,0
"500","BRCA2","PIK3R1",43,79,18,0
"501","BRCA2","POLE",50,56,17,0
"502","BRCA2","POLQ",47,48,14,0
"503","BRCA2","PTCH1",45,48,14,0
"504","BRCA2","PTEN",62,197,41,0
"505","BRCA2","PTPRD",42,65,15,0
"506","BRCA2","RB1",41,49,12,0
"507","BRCA2","SETD2",45,52,15,0
"508","BRCA2","SPTA1",45,76,18,0
"509","BRCA2","SPTAN1",41,60,14,0
"510","BRCA2","STAG2",43,51,13,0
"511","BRCA2","TAF1",49,76,19,0
"512","BRCA2","USP9X",48,63,18,0
"513","BRCA2","ZFHX3",50,66,18,0
"514","BRCA2","ZMYM3",41,60,13,0
"515","CACNA1A","CHD8",42,52,13,0
"516","CACNA1A","DIAPH2",41,47,12,0
"517","CACNA1A","DMD",48,75,18,0
"518","CACNA1A","FAT1",46,81,19,0
"519","CACNA1A","FLNA",43,69,16,0
"520","CACNA1A","HUWE1",47,71,17,0
"521","CACNA1A","KMT2A",42,53,14,0
"522","CACNA1A","KMT2C",47,67,16.05,0
"523","CACNA1A","KMT2D",44,90,19,0
"524","CACNA1A","MACF1",53,72,20,0
"525","CACNA1A","MGA",42,60,14,0
"526","CACNA1A","NCOR1",46,47,14,0
"527","CACNA1A","NF1",43,57,15,0
"528","CACNA1A","PDGFRA",41,47,12,0
"529","CACNA1A","PIK3CA",51,205,37,0
"530","CACNA1A","POLE",47,55,16,0
"531","CACNA1A","PTEN",56,202,37,0
"532","CACNA1A","PTPRD",43,56,14,0
"533","CACNA1A","SETD2",46,43,13,0
"534","CACNA1A","SPTA1",45,69,16,0
"535","CACNA1A","STAG2",42,46,12,0
"536","CACNA1A","TAF1",47,73,17.05,0
"537","CACNA1A","USP9X",46,60,16,0
"538","CACNA1A","ZFHX3",48,63,17,0
"539","CARD11","FAT1",45,78,17,0
"540","CARD11","KMT2D",42,89,18,0
"541","CARD11","MACF1",45,83,18,0
"542","CARD11","PIK3CA",50,202,33.05,0
"543","CARD11","PTEN",46,217,34,0
"544","CASP8","DMD",46,67,15,0
"545","CASP8","FAT1",42,77,16,0
"546","CASP8","FLNA",41,61,13,0
"547","CASP8","HUWE1",44,65,15,0
"548","CASP8","KMT2C",43,63,14,0
"549","CASP8","MACF1",45,76,16,0
"550","CASP8","NCOR1",41,45,12,0
"551","CASP8","POLE",44,49,13,0
"552","CASP8","PTEN",45,212,31.05,0
"553","CASP8","SPTA1",42,63,14,0
"554","CASP8","TAF1",43,69,15,0
"555","CHD3","CHD4",45,101,22,0
"556","CHD3","CHD8",41,63,15,0
"557","CHD3","COL5A1",45,59,15,0
"558","CHD3","CREBBP",43,57,14,0
"559","CHD3","DICER1",43,61,15,0
"560","CHD3","DMD",49,82,20,0
"561","CHD3","FAT1",49,84,21,0
"562","CHD3","FLNA",46,72,18,0
"563","CHD3","HUWE1",50,74,19,0
"564","CHD3","KMT2A",44,58,14,0
"565","CHD3","KMT2B",45,74,18,0
"566","CHD3","KMT2C",49,72,19,0
"567","CHD3","KMT2D",51,85,22,0
"568","CHD3","MACF1",55,77,22,0
"569","CHD3","MED12",47,75,18,0
"570","CHD3","MGA",41,71,16,0
"571","CHD3","NCOR1",41,66,15,0
"572","CHD3","NF1",44,64,16,0
"573","CHD3","NIPBL",44,56,15,0
"574","CHD3","NSD1",44,59,15,0
"575","CHD3","PIK3CA",51,214,41,0
"576","CHD3","POLE",50,58,17,0
"577","CHD3","PTCH1",45,50,14,0
"578","CHD3","PTEN",59,205,42,0
"579","CHD3","PTPRD",41,69,15,0
"580","CHD3","SETD2",42,60,14,0
"581","CHD3","SPTA1",47,74,18,0
"582","CHD3","SPTAN1",42,60,14,0
"583","CHD3","TAF1",44,88,20,0
"584","CHD3","USP9X",48,65,17,0
"585","CHD3","ZFHX3",48,72,18,0
"586","CHD4","CHD8",42,102,21,0
"587","CHD4","COL5A1",45,100,22,0
"588","CHD4","DIAPH2",47,85,19,0
"589","CHD4","DICER1",43,102,21,0
"590","CHD4","DMD",55,111,30,0
"591","CHD4","ERBB4",45,94,20,0
"592","CHD4","FAT1",54,115,30,0
"593","CHD4","FBXW7",53,113,29,0
"594","CHD4","FLNA",50,105,25,0
"595","CHD4","HUWE1",60,95,29,0
"596","CHD4","KMT2A",45,97,21,0
"597","CHD4","KMT2B",44,117,25,0
"598","CHD4","KMT2C",52,107,27,0
"599","CHD4","KMT2D",50,128,31,0
"600","CHD4","LATS2",44,81,16,0
"601","CHD4","MACF1",56,116,31,0
"602","CHD4","MED12",45,120,27,0
"603","CHD4","MGA",45,104,22,0
"604","CHD4","MSH6",41,91,17,0
"605","CHD4","NCOR1",46,97,22,0
"606","CHD4","NF1",44,105,22,0
"607","CHD4","NOTCH2",43,89,18,0
"608","CHD4","PDGFRA",43,93,19,0
"609","CHD4","PIK3CA",63,231,60,0.016
"610","CHD4","PIK3R1",42,124,26,0
"611","CHD4","POLE",54,91,24,0
"612","CHD4","POLQ",46,93,21,0
"613","CHD4","PTCH1",45,91,20,0
"614","CHD4","PTEN",73,218,62.05,0
"615","CHD4","PTPRD",45,102,22,0
"616","CHD4","RET",43,90,18,0
"617","CHD4","SETD2",43,99,21,0
"618","CHD4","SPTA1",50,109,27,0
"619","CHD4","SPTAN1",42,101,20,0
"620","CHD4","TAF1",45,127,28,0
"621","CHD4","TP53",41,208,46,0.3
"622","CHD4","USP9X",50,102,25,0
"623","CHD4","ZFHX3",49,111,26,0
"624","CHD4","ZMYM3",43,99,21,0
"625","CHD8","COL5A1",42,60,14,0
"626","CHD8","DIAPH2",41,51,13,0
"627","CHD8","DICER1",43,56,14,0
"628","CHD8","DMD",50,75,19,0
"629","CHD8","ERBB4",43,52,13.05,0
"630","CHD8","FAT1",50,77,19,0
"631","CHD8","FLNA",45,69,17,0
"632","CHD8","HUWE1",48,73,18,0
"633","CHD8","KMT2A",44,53,14,0
"634","CHD8","KMT2C",45,75,17.05,0
"635","CHD8","KMT2D",50,82,20,0
"636","CHD8","MACF1",53,76,20,0
"637","CHD8","MED12",43,78,18,0
"638","CHD8","MET",42,45,12,0
"639","CHD8","MGA",41,66,15,0
"640","CHD8","NCOR1",44,55,14,0
"641","CHD8","NF1",46,55,15,0
"642","CHD8","NIPBL",44,51,13,0
"643","CHD8","PIK3CA",47,217,38,0
"644","CHD8","PIK3CG",41,49,12,0
"645","CHD8","POLE",49,55,16,0
"646","CHD8","PTEN",57,204,41,0
